m1,m2,a1,a2,Dl_s,z_merger,d2N_dzdt,duration_time,Mean_SNR
14805.8,10220.5,0.540434,-0.594264,99068.93391686276,9.42219,4.030468952204753e-09,1351.0608902201216,59.46805861987086
521164.0,40104.7,-0.479189,0.381854,163272.18870993156,14.6801,7.02448687595234e-10,13.772850320298414,29.27891510549007
42314.9,9943.47,-0.213771,-0.33813,171522.8146457019,15.3436,1.0043729402367461e-09,293.4099410526617,54.58735803476723
25136.8,6555.38,0.90934,-0.595808,122719.6562229066,11.3822,6.159939785651629e-09,1007.218907748854,57.701477172319976
2939.06,1100.0,0.29153,-0.698359,129774.91705694828,11.961,1.424373286869543e-09,23940.891157987036,11.602883510661472
86967.7,1100.0,-0.956358,-0.0687015,181370.6960658289,16.1328,7.027832225963034e-09,1419.4905545396664,6.421593515303106
41682.7,29547.4,-0.362441,0.363832,205580.3882994266,18.0616,7.294381886130849e-09,85.99738849802857,99.3133636601147
36486.6,20278.2,0.338846,0.26616,107406.9456000524,10.117,2.693444643215999e-09,326.0301921804434,109.20205362349526
18716.5,3431.14,0.729393,0.934923,162616.80156694353,14.6273,2.0744823222999977e-08,1556.0276137991216,35.608474086432814
45235.6,6794.09,-0.284654,0.641201,194010.30427231075,17.1417,5.101433209229246e-09,337.0586996353194,40.893998719023706
211015.0,28900.5,0.564586,0.394989,179065.24922646096,15.9483,7.23199587507721e-10,31.613742421401557,148.96009252611532
31387.3,15532.9,0.285605,0.24552,88724.6493151513,8.55344,4.639263810467801e-10,597.8018162312861,98.23361927588532
40639.6,1100.0,0.865912,0.609728,202499.8804905277,17.817,2.007913505061265e-09,2025.9376718577917,24.74915680011212
10221.5,1100.0,0.377868,-0.714664,129919.05532104793,11.9728,2.893988461969419e-09,9691.326653358276,17.57022602575328
92436.9,5948.1,-0.450104,-0.875848,88465.73586201663,8.53159,5.639767644643141e-11,681.0423024361702,46.45864786405034
123311.0,55898.9,0.0153059,0.614586,198291.86065649803,17.4825,7.535812342388106e-11,21.981305615289124,194.37074487128368
99129.4,49419.2,0.174267,0.178088,139506.6526048419,12.7556,9.379451081723283e-10,47.56816433602489,204.78608232447905
84545.7,30320.2,0.590268,-0.431655,202468.41017021835,17.8145,1.6453129053438644e-09,49.50591182579389,142.03048231063357
89481.1,38101.9,-0.347204,-0.272303,85402.74193950425,8.27268,5.495673408130489e-10,125.38959857243432,174.22978591142123
108616.0,9786.64,0.0358174,-0.140638,198359.7490803508,17.4879,7.849096689448129e-11,124.16911581606524,51.16107260854419
52307.6,2186.95,-0.266017,0.337175,164228.2795884409,14.7571,7.037706265483702e-10,1163.1090065604965,21.516660029460287
67292.8,10864.5,-0.750403,-0.85561,205187.2945350621,18.0304,7.531698543982963e-10,149.82761668193604,43.85384741200314
9470.05,1100.0,0.116856,-0.239484,99224.79188018794,9.43522,1.7321439523298342e-08,14694.56935778899,18.758233259533004
